Title,Year,Rated,Released,Runtime,Genre,Director,Writer,Actors,Plot,Language,Country,Awards,Poster,Ratings,Metascore,imdbRating,imdbVotes,imdbID,Type,DVD,BoxOffice,Production,Website,Response,SourcePDF,totalSeasons
No Man's Land: Asian Edition 1,2000,N/A,N/A,81 min,Adult,Wesley Emerson,N/A,"Alayla, Miko Lee, Maya Soto, Charmane Star",N/A,English,USA,N/A,N/A,"[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}]",N/A,6.4,9,tt0409086,movie,N/A,N/A,N/A,N/A,True,DOCUMENTALES.pdf,
Plastica oaxaqueña,2000,N/A,N/A,24 min,"Documentary, Biography",Albino Alvarez,Sara Medina,Sergio Hernández,N/A,Spanish,Mexico,N/A,N/A,[],N/A,N/A,N/A,tt0806319,movie,N/A,N/A,N/A,N/A,True,DOCUMENTALES.pdf,
Cervantes y su obra inmortal (Biografía cervantina),1947,N/A,N/A,10 min,"Short, Documentary",Antonio Valero de Bernabé,"Santiago Aguilar, Antonio Valero de Bernabé",N/A,N/A,N/A,Spain,N/A,N/A,[],N/A,N/A,N/A,tt0039257,movie,N/A,N/A,N/A,N/A,True,DOCUMENTALES.pdf,
"Egiptomanía, coleccionismo y falsificaciones de arte antiguo: del siglo XVIII a nuestros días",2023,N/A,15 Mar 2023,N/A,Documentary,N/A,N/A,N/A,N/A,Spanish,Spain,N/A,https://m.media-amazon.com/images/M/MV5BMTQ2MDdkMGItMDIyNS00NjIxLWFiYjktOTVmZmU4MTEyMGUxXkEyXkFqcGdeQXVyNzcyODY0ODA@._V1_SX300.jpg,[],N/A,N/A,N/A,tt30395332,series,,,,,True,DOCUMENTALES.pdf,N/A
The Tony Danza Show,2004–2006,TV-G,13 Sep 2004,N/A,Talk-Show,N/A,N/A,"Tony Danza, Dave Dettman, Rocco DiSpirito","Hosted by one of America's most recognized and likeable television personalities, ""The Tony Danza Show"" is an entertaining one-hour talk show produced live daily from New York. Guests will include actors, athletes, news-makers, and real people with interesting stories to tell. Tony will also highlight incredible kids, and get into the kitchen to cook some of his own favorite family recipes. This show will occasionally extend beyond the studio, as Tony gets up close and personal with people who are making a difference in our culture or just to have a little fun.",English,United States,2 nominations,https://m.media-amazon.com/images/M/MV5BOWM0YmZlYzgtYWM4OC00N2U4LTkzNGUtNDI0NTg3M2VkZGY5L2ltYWdlXkEyXkFqcGdeQXVyNjg3MTUzMzY@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '3.6/10'}]",N/A,3.6,350,tt0421470,series,,,,,True,DOCUMENTALES.pdf,2
VigasioSexploitation Vol.2,2011,N/A,12 Jun 2011,52 min,"Action, Sci-Fi",Sebastiano Montresor,"Sebastiano Montresor, Stefano Sartori","Eveline, Matteo Lucchi, Chiara Pavoni","Space researcher Dr. Moreau, thanks to a lottery winning, manages to bring to Earth an alien who supposedly has a solution for the problem of desertification caused by the stopping of the terrestrial axis. The alien explains that on their planet, which is diametrically specular to the Earth, the indigenous population suffers from the opposite problem: an endless night. It emerges that the national lottery has been manipulated for years by the aliens, who finally get to open a gate and disembark onto the planet they want to conquer. The fecundating alien injects his semen in the body of Dr. Moreau's assistant, thus giving birth to a new breed that carries genes capable of saving both planets. However, the biker Osso, the woman's lover, kidnap her, causing the degeneration of the semen and the consequent metamorphosis of the assistant into a rabid dog. The dog's insatiable hunger for human and alien flesh ignites a chain of furious violence.",Italian,Italy,N/A,https://m.media-amazon.com/images/M/MV5BY2U1YzgwMDUtY2FjOC00MzU1LTllODQtZjNjNzM2ZjZjM2Y2XkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.1/10'}]",N/A,5.1,38,tt1919183,movie,N/A,N/A,N/A,N/A,True,DOCUMENTALES.pdf,
The Prince of Tennis Best Games!! VOL.3,2019,N/A,15 Nov 2019,42 min,"Animation, Short, Sport",Keiichirô Kawaguchi,Mitsutaka Hirota,"Robbie Daymond, Takayuki Kondô, Yuuki Masuda",N/A,Japanese,Japan,N/A,https://m.media-amazon.com/images/M/MV5BNDRhMTZiNjMtZmM4ZS00MTc0LWEwNDAtOTc2ZWQyNTI4ZDE2XkEyXkFqcGc@._V1_SX300.jpg,[],N/A,N/A,12,tt11575566,movie,N/A,N/A,N/A,N/A,True,DOCUMENTALES.pdf,
Román Piña Chan: Una visión del México prehispánico,2003,N/A,N/A,N/A,Documentary,"Ana Luisa Montes de Oca, Alberto Nulman","Ana Luisa Montes de Oca, Alberto Nulman",N/A,N/A,Spanish,Mexico,N/A,N/A,[],N/A,N/A,N/A,tt0466949,movie,N/A,N/A,N/A,N/A,True,DOCUMENTALES.pdf,
El grito de Dolores o La independencia de México,1907,N/A,12 Sep 1907,N/A,Drama,Felipe de Jesús Haro,N/A,Felipe de Jesús Haro,N/A,"None, Spanish",Mexico,N/A,https://m.media-amazon.com/images/M/MV5BNWM1N2RkZDItOWE0OC00ZWQ4LWFlYWItMTQxZTc0NjM2OTZjXkEyXkFqcGdeQXVyMTk1MjA1NjU@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '4.7/10'}]",N/A,4.7,34,tt0280714,movie,N/A,N/A,N/A,N/A,True,DOCUMENTALES.pdf,
"La Revolución Mexicana. La victoria, capítulo IV",1999,N/A,N/A,41 min,Documentary,N/A,N/A,N/A,"The story of the Constitution and the Carranza years, with their great difficulties (hunger, butchery and a large part of the country in war), until the last successful uprising of Mexican history: the victory of the men of Sonora...",Spanish,Mexico,N/A,https://m.media-amazon.com/images/M/MV5BYTA0MmNhNWMtNTYxMS00MGU3LTk0NGQtMTYzYzA2ZmJkNzI1XkEyXkFqcGdeQXVyNzk3MjM1NDA@._V1_SX300.jpg,[],N/A,N/A,N/A,tt7825038,series,,,,,True,DOCUMENTALES.pdf,N/A
La vida en un volado: Ernesto 'El Chango' García Cabral,2006,N/A,N/A,52 min,"Documentary, Animation",Carlos Alcocer,Carlos Alcocer,Ernesto García Cabral,N/A,N/A,N/A,N/A,N/A,[],N/A,N/A,N/A,tt0956259,movie,N/A,N/A,N/A,N/A,True,DOCUMENTALES.pdf,
Detour Into Madness Vol 2.,2006,N/A,08 Sep 2006,125 min,"Horror, Thriller",Timothy Whitfield,"Alexandra Cipolla, Royce Freeman, Kal Thompson, Timothy Whitfield","Jillian Swanson, William DeCoff, Alexandra Cipolla, Kevin Cirone","FORCED SURVIVAL: A teenage girl enters a motel room to commit suicide, only to find a serial killer/rapist waiting for her. THE CALL GIRL: Two drugged out siblings decided to kill a Call Girl just for the thrill of it. But when the girl returns from the grave to haunt them, they turn on each other. THE BOYFRIEND KILLERS: 3 girls decide to kill off a cheating boyfriend. LESSER OF TWO EVILS: A man is help captive by a girl looking for revenge. But is he guilty or is she crazy? DIARY OF A BLACK WIDOW: A teenage serial killer recounts her exploits, and the day she finally met her match.",English,USA,N/A,https://m.media-amazon.com/images/M/MV5BODE0MDY5MjEwOF5BMl5BanBnXkFtZTcwODU4NjYxNA@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.3/10'}]",N/A,7.3,43,tt0487253,movie,N/A,N/A,N/A,N/A,True,DOCUMENTALES.pdf,
Time Warp Vol 3: Comedy & Camp,2020,N/A,23 Jun 2020,128 min,"Documentary, Comedy",Danny Wolf,N/A,"John Cleese, David Cross, Joe Dante","The final volume of Time Warp digs deep into what makes us laugh over and over again as we reveal the greatest cult comedies and campy classics of all-time. From ""Fast Time at Ridgemont High"" and ""Office Space"" to ""Monty Python and the Holy Grail,"" and ""Showgirls.""",English,United States,N/A,https://m.media-amazon.com/images/M/MV5BNGEyNmJjNjEtMTEwMi00YjdjLWIxYzYtN2ZmYWQ5MTMyMjA4XkEyXkFqcGdeQXVyNDMxMTc5OTE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '87%'}]",N/A,6.8,35,tt12031256,movie,N/A,N/A,N/A,N/A,True,DOCUMENTALES.pdf,
Informa,2023–,N/A,20 Jan 2023,N/A,Drama,N/A,N/A,"Ryo Tajima, Takashi Yamanaka, Kenta Kiritani",A Japanese tabloid reporter tired of working simply as a celebrity scandals writer accepts a new challenge when he is assigned to make contact with a former Yakuza informant.,Japanese,Japan,N/A,https://m.media-amazon.com/images/M/MV5BNGQzNjFiNjQtMDljZS00YmIzLWE4NWMtZGM5MTRmY2JhMzZiXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.8/10'}]",N/A,6.8,304,tt26594614,series,,,,,True,DOCUMENTALES.pdf,1
Tres mexicanos ardientes,1986,Not Rated,N/A,87 min,Comedy,Gilberto Martínez Solares,N/A,"Alfonso Zayas, Alberto Rojas, Lina Santos","A comedy about infidelity and the complications it brings, TRES MEXICANOS ARDIENTES begins when a wealthy commercial-director feasts his eyes on a stunning model named Lina.",Spanish,Mexico,N/A,https://m.media-amazon.com/images/M/MV5BNGQ4ZWI4NjMtNGE1Zi00ZWI5LWFhNDEtZTZlMmNlM2JlNWE2XkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.0/10'}]",N/A,6.0,136,tt0358226,movie,11 Oct 2005,N/A,N/A,N/A,True,DOCUMENTALES.pdf,
Percepción,2022,N/A,04 Nov 2022,N/A,"Short, Horror",Edgar Ordaz,N/A,"Sharon Alcalá, Daniel Bordenave, Alejandra Mayorga","Ana is a capricious woman who has Jose as a boyfriend. When she meets Ea, her life will change dramatically and everyone will see all the things as they are. They will change the perception of everything.",Spanish,Mexico,N/A,N/A,[],N/A,N/A,N/A,tt26759145,movie,N/A,N/A,N/A,N/A,True,DOCUMENTALES.pdf,
Moisés,2021,N/A,20 Oct 2021,8 min,"Short, Documentary",Aarón Monsiváis,Aarón Monsiváis,N/A,"Moisés lost an arm, but far from being bitter, he has found a new lease on life after his accident through his communion with the ocean.",Spanish,Mexico,N/A,https://m.media-amazon.com/images/M/MV5BNTQ5NTYyYTktM2U5ZC00OTliLTg5NDgtNzg3OTQ0ZjE0MWJhXkEyXkFqcGdeQXVyNzgwNDg0MzE@._V1_SX300.jpg,[],N/A,N/A,N/A,tt15506808,movie,N/A,N/A,N/A,N/A,True,DOCUMENTALES.pdf,
Hercules,1997,G,27 Jun 1997,93 min,"Animation, Action, Adventure","Ron Clements, John Musker","Ron Clements, John Musker, Don McEnery","Tate Donovan, Susan Egan, James Woods","Hercules, son of the Greek God, Zeus, is turned into a half-god, half-mortal by evil Hades, God of the Underworld, who plans to overthrow Zeus. Hercules is raised on Earth and retains his god-like strength, but when he discovers his immortal heritage Zeus tells him that to return to Mount Olympus he must become a true hero. Hercules becomes a famous hero with the help of his friend Pegasus and his personal trainer, Phil the satyr. Hercules battles monsters, Hades and the Titans, but it is his self-sacrifice to rescue his love Meg which makes him a true hero.","English, Spanish, Greek",United States,Nominated for 1 Oscar. 9 wins & 16 nominations total,https://m.media-amazon.com/images/M/MV5BMmUyZGY1ZjItMWYwZS00MjJjLTg1YzAtY2Q5OTA4MmFhYzFjXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '83%'}, {'Source': 'Metacritic', 'Value': '74/100'}]",74,7.3,"277,130",tt0119282,movie,N/A,"$99,112,101",N/A,N/A,True,DOCUMENTALES.pdf,
Venceremos,1970,N/A,01 Jun 1971,10 min,Short,"Pedro Chaskel, Héctor Ríos",N/A,N/A,N/A,N/A,Chile,1 win,N/A,"[{'Source': 'Internet Movie Database', 'Value': '7.8/10'}]",N/A,7.8,28,tt0262870,movie,N/A,N/A,N/A,N/A,True,DOCUMENTALES.pdf,
Medusa,2025–,N/A,05 Mar 2025,N/A,"Drama, Thriller",N/A,Said Chamie,"Juana Acosta, Manolo Cardona, Sebastián Martínez",Somebody wants to kill CEO Bárbara Hidalgo. Can she find the culprit as her family schemes ruthlessly for control of their Colombian business empire?,Spanish,Colombia,N/A,https://m.media-amazon.com/images/M/MV5BMmM3ZTQ0ZGUtY2QwZC00YTQ1LTk3ZmMtYmFiZDQ3NDVkMjZjXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.2/10'}]",N/A,5.2,"1,296",tt35836959,series,,,,,True,DOCUMENTALES.pdf,1
Ocho candelas,2002,N/A,28 Apr 2006,70 min,Documentary,Sandro Halphen,Sandro Halphen,N/A,N/A,English,Mexico,N/A,N/A,"[{'Source': 'Internet Movie Database', 'Value': '7.4/10'}]",N/A,7.4,28,tt0366835,movie,N/A,N/A,N/A,N/A,True,DOCUMENTALES.pdf,
Por los que se quedan,2007,N/A,08 Oct 2007,47 min,Documentary,Uxval Gochez,Uxval Gochez,"Leon Krauze, Gaspar Orozco",N/A,Spanish,Mexico,N/A,N/A,[],N/A,N/A,N/A,tt1130849,movie,N/A,N/A,N/A,N/A,True,DOCUMENTALES.pdf,
La tierra de los Tepehuas,1982,N/A,N/A,27 min,Short,Alberto Cortés,"Antonio Fernández, Gerardo Noria",N/A,N/A,Spanish,Mexico,1 win.,N/A,[],N/A,N/A,N/A,tt0084794,movie,N/A,N/A,N/A,N/A,True,DOCUMENTALES.pdf,
Atempa: sueños a orillas del río,2013,N/A,01 Oct 2013,81 min,"Documentary, Biography, Drama",Edson Caballero,Edson Caballero,N/A,"Tino wants to achieve his dream: be 'Queen Muxe'. Being homosexual child, seeks to overcome its past and its economy despite social deprivation. This film is a portrait of San Blas Atempa, from the stories of three of its citizens, in an intimate trip to the bowels of the Isthmus of Tehuantepec, Oaxaca, where there is identity of the sex-gender duality, which is not a man or woman, is 'Muxe' (Zapotec gay), in a magic town, lost in the wild heel Mexico, which dominates the femininity, ladies brave and men dressed as women.",Spanish,Mexico,N/A,https://m.media-amazon.com/images/M/MV5BNzg1OTUwNzgtYzViMy00ODI5LWEyZWMtNDE4MDc0ZDZkOTJlXkEyXkFqcGc@._V1_SX300.jpg,[],N/A,N/A,N/A,tt3501472,movie,N/A,N/A,N/A,N/A,True,DOCUMENTALES.pdf,
Peyote,2013,Not Rated,26 Nov 2013,70 min,"Comedy, Drama, Romance",Omar Flores Sarabia,"Sabdyel Almazán, Omar Flores Sarabia","Joe Diazzi, Carlos Luque","Pablo, a shy teenager, meets Marco, who is a few years older than him. Together they go on a impromptu road trip to the Mexican desert, a trip that will make them face what they mean to each other. This experience will turn Pablo's life around: his points of view, his strength and his own sexuality. Two guys and a video camera that will record their friendship, struggles and the possibility to find another destiny.",Spanish,Mexico,N/A,https://m.media-amazon.com/images/M/MV5BMTAzNDg2Mzk0NjNeQTJeQWpwZ15BbWU4MDU2NDM4NzUx._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.9/10'}]",N/A,5.9,378,tt3180154,movie,N/A,N/A,N/A,N/A,True,DOCUMENTALES.pdf,
Felicitas,2009,N/A,11 Jun 2009,128 min,"Drama, History",María Teresa Costantini,"Felix Bachmann Quadros, María Teresa Correa Ávila, María Teresa Costantini","Sabrina Garciarena, Gonzalo Heredia, Alejandro Awada","Buenos Aires at the outskirts of XIX century. A society rigid in patriarchal rules. A war between brothers of Argentina, Brazil, Uruguay and Paraguay. Two young and very much in love youngsters, fight for their right to be together. Obeyance and fear sets them apart along more than ten years. When they are finally reunited, will they be able to overcome the pain and tragedy that haunts them?",Spanish,Argentina,5 wins & 12 nominations total,https://m.media-amazon.com/images/M/MV5BNTg3NTcwMTYwMV5BMl5BanBnXkFtZTcwMjgyNDM4Mg@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '4.7/10'}]",N/A,4.7,164,tt1397171,movie,N/A,N/A,N/A,N/A,True,DOCUMENTALES.pdf,
Moros y cristianos,1987,N/A,28 Oct 1987,116 min,Comedy,Luis García Berlanga,"Rafael Azcona, Luis García Berlanga","Luis Escobar, Fernando Fernán Gómez, Verónica Forqué","A peculiar family who owns a nougat factory decides to set out on a trip to Madrid to advertise their products in a Food Fair. Besides the disapproval from the family head and company founder, events are not as expected.","Spanish, Catalan",Spain,1 win & 3 nominations,https://m.media-amazon.com/images/M/MV5BOWRkMjJkMzgtMmQyMS00NWY0LTg1NTQtMmI4MjIzNjY3NGNmXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.8/10'}]",N/A,5.8,486,tt0093569,movie,N/A,N/A,N/A,N/A,True,DOCUMENTALES.pdf,
Todo el poder,2000,R,21 Jan 2000,105 min,Crime,Fernando Sariñana,"Fernando Sariñana, Enrique Renteria, Carolina Rivera","Demián Bichir, Cecilia Suárez, Luis Felipe Tovar","Gabriel (Demian Bichir) is a filmmaker in Mexico City, where he is a victim of crime and violence sometimes even three times a day. This is a black comedy that shows the extreme situation Mexico City is leaving as far as crime is concerned, and the tension the city and it's inhabitants live day after day.",Spanish,Mexico,N/A,https://m.media-amazon.com/images/M/MV5BYzEzYjcxYjEtMzcwZS00YmU1LTk2OWYtZDVlMjI5N2UyNTcxXkEyXkFqcGdeQXVyMTY5Nzc4MDY@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}]",N/A,6.6,"1,205",tt0208181,movie,N/A,"$70,920",N/A,N/A,True,DOCUMENTALES.pdf,
Canasta,2018,N/A,26 Apr 2018,17 min,"Short, Drama",Gracia Querejeta,"Santos Mercero, Gracia Querejeta","Daniela Rubio, Alba Planas, Ágata Clares",N/A,Spanish,Spain,N/A,N/A,[],N/A,N/A,N/A,tt13341074,movie,N/A,N/A,N/A,N/A,True,DOCUMENTALES.pdf,
"Dia de Portugal, de Camões e das Comunidades Portuguesas",1992,N/A,10 Jun 1992,N/A,N/A,N/A,N/A,"António Alçada Baptista, Al Berto, Pinto Bull",N/A,Portuguese,Portugal,N/A,N/A,[],N/A,N/A,N/A,tt30877979,movie,N/A,N/A,N/A,N/A,True,DOCUMENTALES.pdf,
Los guapos de la Vaquería del Parque,1905,N/A,N/A,N/A,"Short, Comedy",Fructuós Gelabert,Fructuós Gelabert,"Juan Alarma, Juan Morales, José Parera",N/A,None,Spain,N/A,N/A,[],N/A,N/A,N/A,tt0000514,movie,N/A,N/A,N/A,N/A,True,DOCUMENTALES.pdf,
Alicia en el subterráneo: Historia no oficial del multiforo Alicia,2005,N/A,11 Dec 2005,38 min,Short,Alejandro Ramirez Corona,N/A,N/A,N/A,Spanish,Mexico,N/A,https://m.media-amazon.com/images/M/MV5BOTRjMzViZmMtNWRmZi00M2Y2LTkwYmItZTM2ZGRiNmM2Y2UzXkEyXkFqcGdeQXVyNTYxMjY1NjM@._V1_SX300.jpg,[],N/A,N/A,N/A,tt0806238,movie,N/A,N/A,N/A,N/A,True,DOCUMENTALES.pdf,
Alicia en el subterráneo: Historia no oficial del multiforo Alicia,2005,N/A,11 Dec 2005,38 min,Short,Alejandro Ramirez Corona,N/A,N/A,N/A,Spanish,Mexico,N/A,https://m.media-amazon.com/images/M/MV5BOTRjMzViZmMtNWRmZi00M2Y2LTkwYmItZTM2ZGRiNmM2Y2UzXkEyXkFqcGdeQXVyNTYxMjY1NjM@._V1_SX300.jpg,[],N/A,N/A,N/A,tt0806238,movie,N/A,N/A,N/A,N/A,True,DOCUMENTALES.pdf,
"El eterno retorno, Testimonios de los indios Kikapú",1999,N/A,N/A,42 min,Documentary,N/A,N/A,N/A,"The Kikapus established themselves in Mexico at the end of the twentieth century, fleeing from indigenous reservation politics in the United States. At the moment they have the right of ...",Spanish,Mexico,N/A,https://m.media-amazon.com/images/M/MV5BNTYzMzExYWItOTUzZS00MTdkLTkwNDktYzdhNTU2YWVkY2FjXkEyXkFqcGdeQXVyNzk3MjM1NDA@._V1_SX300.jpg,[],N/A,N/A,N/A,tt7829702,series,,,,,True,DOCUMENTALES.pdf,N/A
