Title,Year,Rated,Released,Runtime,Genre,Director,Writer,Actors,Plot,Language,Country,Awards,Poster,Ratings,Metascore,imdbRating,imdbVotes,imdbID,Type,DVD,BoxOffice,Production,Website,Response,SourcePDF,totalSeasons
Bellas de noche,1975,N/A,25 Sep 1975,98 min,"Comedy, Drama, Romance",Miguel M. Delgado,"Víctor Manuel Castro, Francisco Cavazos","Jorge Rivero, Sasha Montenegro, Carmen Salinas","Boxer Germán Bronco Torres loses his license, and works as bouncer at the cabaret El Pirulí, where he falls for the waitress Carmen, and befriends of the pimp El Vaselinas, who lost a bet and has to pay to a gangsters. For 500 pesos for El Vaselinas, Bronco prepares a trap in the cabaret to the taxi driver Raul, to seduce his girlfriend, not knowing that the victim is his own sister Lupita.",Spanish,Mexico,1 win,https://m.media-amazon.com/images/M/MV5BYmU0YjhhNzItYmFlNS00NWQ1LTgzNmQtOTQ2MmYxOGY3N2E1XkEyXkFqcGdeQXVyMTk4MDgwNA@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.5/10'}]",N/A,5.5,136,tt0071204,movie,N/A,N/A,N/A,N/A,True,PISO 7.pdf,
El infierno de todos tan temido,1981,N/A,10 Sep 1981,108 min,"Drama, Thriller",Sergio Olhovich,"Luis Carrion, Jorge Fons, Sergio Olhovich","Manuel Ojeda, Diana Bracho, Delia Casanova","The movie tells the story of a poet who suffers from several addictions. At some point he ends up at an institution where he is submitted to the traditional psychiatric approach with yet more drugs, reclusion, and electric shocks. One thread of the story goes around the crisis of the Mexican cultural establishment at the end of the 70's. The movie presents a severe criticism of the national-revolutionary forms of art (the murals and frescoes of Diego Rivera will be the best examples of such ""official"" art) while critiquing the equally oppressive psychiatric and political establishments, with some marginal references to the role of the Church, represented by the nuns in the psychiatric institution, which in real life do not work in the Mexican public health system. The mental patients are portrayed as more reflexive and ""democratic"" than the doctors and all the other figures of authority who, for the most part, only try to silence and punish those labelled as mental patients, alcoholics, or drug addicts. The social and political criticism, however, goes along the lines of the most traditional Marxism of the 1970's, which seems kind of outmoded now, but provides a good portrait of how the Mexican cultural elites were at that time.",Spanish,Mexico,2 wins & 4 nominations,https://m.media-amazon.com/images/M/MV5BMjMxYWFlYmEtZThhOS00ZWZhLTkyOTEtMDVhYjJiZjA0ZjAxXkEyXkFqcGdeQXVyODY5Njk4Njc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.1/10'}]",N/A,7.1,55,tt0079341,movie,N/A,N/A,N/A,N/A,True,PISO 7.pdf,
Eros una vez María,2007,R,09 Nov 2007,88 min,"Drama, Romance",Jesús Magaña Vázquez,Jesús Magaña Vázquez,"Diana Bracho, Julio Bracho, Bianca Calderón","María is Tonatiuh's big love, but he loses her. He tries to keep her essence, seeking restlessly in every woman he meet, trying to get so many experiences about them as he can, so he is able to find something wich remembers him about his lost love. All that women have a peculiarity: they are called María.",Spanish,Mexico,1 nomination,https://m.media-amazon.com/images/M/MV5BMzIxNDUxY2YtMjM5ZS00NTQ2LWI5ODktYTU3NTNlMjlkZTYyL2ltYWdlXkEyXkFqcGdeQXVyMTk4MDgwNA@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.3/10'}]",N/A,5.3,79,tt0996389,movie,N/A,N/A,N/A,N/A,True,PISO 7.pdf,
DVD Extra-Making of Lucia y El Sexo,2001,N/A,28 Aug 2001,N/A,Short,N/A,Julio Medem,"Javier Cámara, Daniel Freire, Tristán Ulloa",N/A,Spanish,Spain,N/A,N/A,[],N/A,N/A,N/A,tt16492788,movie,N/A,N/A,N/A,N/A,True,PISO 7.pdf,
La tarea,2011,N/A,20 Nov 2012,15 min,"Short, Drama",Beatriz Carretero,Beatriz Carretero,N/A,"Sergio is a country boy. Any day, the school's homework is about writing what he dreams to be when he grows up.",Spanish,Colombia,N/A,N/A,[],N/A,N/A,N/A,tt2324876,movie,N/A,N/A,N/A,N/A,True,PISO 7.pdf,
Cachorro,2004,R,27 Feb 2004,99 min,"Comedy, Drama",Miguel Albaladejo,"Salvador García Ruiz, Miguel Albaladejo","José Luis García-Pérez, David Castillo, Empar Ferrer","Pedro, a gay man with an active social life and big circle of friends, takes in his nephew Bernardo for a couple weeks. When it appears as though it might become a permanent arrangement, however, Pedro turns to his friends for guidance as he and 9-year-old Bernardo begin to forge a household together.","Spanish, French",Spain,3 wins & 2 nominations,https://m.media-amazon.com/images/M/MV5BYzc5Y2IwZDktZTZhYi00NDY4LWEyZDMtMGIzZTY1YzAzMzE4XkEyXkFqcGdeQXVyMTY5Nzc4MDY@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '74%'}, {'Source': 'Metacritic', 'Value': '63/100'}]",63,7.1,"3,704",tt0359045,movie,N/A,"$100,133",N/A,N/A,True,PISO 7.pdf,
Derechos humanos,2003,N/A,N/A,N/A,Short,Demián Sigiliano,Javier Ponzone,N/A,N/A,Spanish,Argentina,N/A,N/A,[],N/A,N/A,N/A,tt0818842,movie,N/A,N/A,N/A,N/A,True,PISO 7.pdf,
Las horas del día,2003,N/A,06 Jun 2003,103 min,"Drama, Crime",Jaime Rosales,"Jaime Rosales, Enric Rufas","Alex Brendemühl, Vicente Romero, Antònia Martínez","The gray and monotonous life of Abel takes place between a small family shop selling unisex clothes, his dates with his girlfriend Tere, his mother's house, a friend's kiosk and the neighborhood bars. Always the same problems, the same faces, the same conversations. However, under the appearance of calm and affable man, Abel hides a dark, violent and sickly personality.",Spanish,Spain,8 wins & 9 nominations,https://m.media-amazon.com/images/M/MV5BMTk0MjMzMzY0MV5BMl5BanBnXkFtZTcwNzkzMzMzMQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}]",N/A,6.4,680,tt0367863,movie,N/A,N/A,N/A,N/A,True,PISO 7.pdf,
Betty Blue,1986,Unrated,07 Nov 1986,119 min,"Drama, Romance",Jean-Jacques Beineix,"Philippe Djian, Jean-Jacques Beineix","Jean-Hugues Anglade, Béatrice Dalle, Gérard Darmon","Zorg is a handyman working at the seaside in France, maintaining and looking after the wooden bungalows. He lives a quiet and peaceful life, working diligently and writing in his spare time. He is in love with Betty, a young woman who is as beautiful as she is wild and unpredictable. After a dispute with Zorg's boss, they leave and Betty finds a place to stay at her girlfriend's house. The girlfriend's lover owns an Italian restaurant and there they find a job. She is obsessed to try to get one of Zorg's books published, but it is rejected, which makes Betty fly into a rage. Suddenly, Betty's wild manners start to get out of control. Zorg sees the woman he loves slowly going insane. Is his love for Betty strong enough, if even if it comes to the worst?",French,France,Nominated for 1 Oscar. 5 wins & 12 nominations total,https://m.media-amazon.com/images/M/MV5BYTFlM2VmMWQtMmU2My00MDBiLTllZGYtZmU4YWE3MTg2OTE1XkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '78%'}, {'Source': 'Metacritic', 'Value': '56/100'}]",56,7.3,"24,663",tt0090563,movie,N/A,"$2,016,851",N/A,N/A,True,PISO 7.pdf,
"Comunidad y tradición, voces de mujeres Wirrarikas",2003,N/A,N/A,28 min,"Documentary, Short",Andres Villa,N/A,N/A,N/A,Spanish,Mexico,N/A,N/A,[],N/A,N/A,N/A,tt0459774,movie,N/A,N/A,N/A,N/A,True,PISO 7.pdf,
Fahrenheit 451,1966,Not Rated,14 Nov 1966,112 min,"Drama, Sci-Fi",François Truffaut,"François Truffaut, Jean-Louis Richard, Ray Bradbury","Oskar Werner, Julie Christie, Cyril Cusack","Based on the 1951 Ray Bradbury novel of the same name. Guy Montag is a fireman who lives in a lonely, isolated society where books have been outlawed by a government fearing an independent-thinking public. It is the duty of firemen to burn any books on sight or said collections that have been reported by informants. People in this society, including Montag's wife, are drugged into compliance and get their information from wall-length television screens. After Montag falls in love with book-hoarding Clarisse, he begins to read confiscated books. It is through this relationship that he begins to question the government's motives behind book-burning. Montag is soon found out, and he must decide whether to return to his job or run away knowing full well the consequences that he could face if captured.","English, Russian, Japanese, French",United Kingdom,Nominated for 1 BAFTA Award1 win & 4 nominations total,https://m.media-amazon.com/images/M/MV5BMDA3ZjIxY2UtMzVmMS00NTkwLTljMzktNzk2ZWMxYzZkNGE3XkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '82%'}]",N/A,7.2,"47,320",tt0060390,movie,N/A,$509,N/A,N/A,True,PISO 7.pdf,
El cartero,1954,N/A,N/A,N/A,N/A,Homero Cárpena,"Eric Della Valle, Miguel Petruccelli","Jorge Casal, Eduardo Cobas, Homero Cárpena",A postman province shares with the inhabitants of a small town the joys and sorrows that causes the correspondence deals.,Spanish,Argentina,N/A,https://m.media-amazon.com/images/M/MV5BY2UyOTgwYjUtNzgxMi00ZDQ4LTllZmEtMTM1OTNlZDIxMWZhXkEyXkFqcGdeQXVyNjU0ODkwMTU@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.2/10'}]",N/A,7.2,6,tt0182874,movie,N/A,N/A,N/A,N/A,True,PISO 7.pdf,
El Globo,2024,N/A,15 Apr 2024,8 min,"Short, Comedy",Hugo Suárez,Hugo Suárez,"Fernando Moreno, Jose Rasero",N/A,N/A,Spain,1 nomination total,https://m.media-amazon.com/images/M/MV5BZGNmZWFjMWItOGQ4NC00ZjVlLWEwZTMtMzhlNWVmNDY2NDcwXkEyXkFqcGc@._V1_SX300.jpg,[],N/A,N/A,N/A,tt33297213,movie,N/A,N/A,N/A,N/A,True,PISO 7.pdf,
Palenque,2017,N/A,01 Sep 2017,26 min,"Documentary, Short, Musical",Sebastian Pinzon,N/A,N/A,"Palenque is a rhythmic portrait of San Basilio de Palenque, the first town in the Americas to have broken free from European domination.",English,Colombia,3 wins,https://m.media-amazon.com/images/M/MV5BOWUzNzU5MWItYWRhMi00MDQ4LWFkMDYtM2Y0NDEwZDM3MzU1XkEyXkFqcGdeQXVyOTM1MTQ1Mjc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.9/10'}]",N/A,6.9,20,tt7709398,movie,N/A,N/A,N/A,N/A,True,PISO 7.pdf,
Silvestre Pantaleón,2012,N/A,12 Feb 2012,65 min,"Documentary, Biography",Roberto Olivares,N/A,N/A,"The story of an elderly man from the Nahuatl-speaking village of San Agustin Oapan, Guerrero, Mexico. Told with a lyrical combination of lingering imagery and ethnographic detail, 'Silvestre Pantaleon' follows the protagonist as he struggles to pay for a curing ceremony and provide for his family. He dedicates himself to the only remunerative activities he knows: handcrafting rope for religious ceremonies and building seldom-used household objects that he alone still has the skills to produce. 'Silvestre Pantaleon' is a simple though universal tale of aging. It suggests both triumph (the household provided for and health recovered--through offerings to the hearth, the earth, the river, and the deceased) and reversal (the recognition that healing is but an ephemeral hiatus in the inexorable advance of time).",Nahuatl,Mexico,N/A,https://m.media-amazon.com/images/M/MV5BZDI1YjYzNmUtNTEyYS00ODljLTg5MDgtNWNmZjc0ZWZmZjVjXkEyXkFqcGdeQXVyODczNDIyNDM@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.2/10'}]",N/A,7.2,14,tt1846739,movie,N/A,N/A,N/A,N/A,True,PISO 7.pdf,
Tarahumaras 78,1979,N/A,07 Apr 1979,27 min,"Documentary, Short",Raymonde Carasco,Raymonde Carasco,N/A,N/A,N/A,Mexico,N/A,https://m.media-amazon.com/images/M/MV5BZjVhN2FmMDUtMDMzNi00ZDc3LTgwMzktZWRhMmFlZjJmMGVkXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.2/10'}]",N/A,5.2,49,tt4479936,movie,N/A,N/A,N/A,N/A,True,PISO 7.pdf,
La tierra de los Tepehuas,1982,N/A,N/A,27 min,Short,Alberto Cortés,"Antonio Fernández, Gerardo Noria",N/A,N/A,Spanish,Mexico,1 win.,N/A,[],N/A,N/A,N/A,tt0084794,movie,N/A,N/A,N/A,N/A,True,PISO 7.pdf,
Mara acame,1981,N/A,N/A,47 min,Documentary,Juan Francisco Urrusti,N/A,N/A,N/A,Spanish,Mexico,1 nomination,N/A,[],N/A,N/A,N/A,tt0351302,movie,N/A,N/A,N/A,N/A,True,PISO 7.pdf,
Akira,1988,R,16 Jul 1988,124 min,"Animation, Action, Drama",Katsuhiro Ôtomo,"Katsuhiro Ôtomo, Izô Hashimoto","Mitsuo Iwata, Nozomu Sasaki, Mami Koyama","2019. 31 years after being destroyed during World War 3, Tokyo (now 'Neo-Tokyo') has been rebuilt and is a thriving metropolis. Shotaro Kaneda is the leader of a biker gang. His friend Tetsuo is injured in an accident and taken to a top-secret government facility. He develops telekinetic powers but decides to use them for evil rather than good. He has the same powers as Akira, the force that destroyed Tokyo in 1988, and now it appears that history will repeat itself.",Japanese,Japan,1 win total,https://m.media-amazon.com/images/M/MV5BYWUxMGRhZDQtMTBmMi00N2IxLWE5NmYtMDMyMWExODAwNWYzXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '91%'}, {'Source': 'Metacritic', 'Value': '68/100'}]",68,8.0,"223,673",tt0094625,movie,N/A,"$553,171",N/A,N/A,True,PISO 7.pdf,
"Bleach: Fade to Black, I Call Your Name",2008,TV-14,15 Nov 2011,94 min,"Animation, Action, Drama",Noriyuki Abe,"Natsuko Takahashi, Tite Kubo, Masahiro Ôkubo","Masakazu Morita, Fumiko Orikasa, Aya Hirano","An explosion happens in the middle of Seireitei, and Rukia has a memory loss. Then Urahara tries to seek the background of the events.",Japanese,Japan,N/A,https://m.media-amazon.com/images/M/MV5BNTg0ZGQwM2MtOTU2Yy00ODE1LTg3NmUtZjMwYWM0YTM5ZTFkXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.1/10'}]",N/A,7.1,"3,096",tt1339302,movie,N/A,N/A,N/A,N/A,True,PISO 7.pdf,
Memuti autsiemieme/El diluvio,2014,N/A,06 Sep 2014,13 min,"Animation, Short",Armando Vázquez,America Gutierrez (screenplay),"Joaquín Chablé, Yolanda Martínez, Miguel Davalos, Indira Pensado",N/A,Spanish,Mexico,N/A,N/A,[],N/A,N/A,N/A,tt4968518,movie,N/A,N/A,N/A,N/A,True,PISO 7.pdf,
Scary Movie 2,2001,R,04 Jul 2001,83 min,"Comedy, Horror",Keenen Ivory Wayans,"Shawn Wayans, Marlon Wayans, Buddy Johnson","Anna Faris, Marlon Wayans, Antony Acker","A group of teens including Cindy Campbell (Anna Faris) and Brenda Meeks (Regina Hall) are invited to spend a night in Hell House. Professor Oldman (Tim Curry) has convinced them it is for a school project, but the night won't go past quietly. Master Kane (Richard Moll) is long dead, but still plans on enjoying himself, especially with Alex Monday (Tori Spelling). When things really start getting bad, the gang must work together to find a way to capture this ghostly menace.",English,United States,3 wins & 5 nominations total,https://m.media-amazon.com/images/M/MV5BZjZlOTgzNmUtNjZlYS00NWFjLTg4ZDktMWY4NDIxMjVjZjdhXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '13%'}, {'Source': 'Metacritic', 'Value': '29/100'}]",29,5.4,"190,597",tt0257106,movie,N/A,"$71,308,997",N/A,N/A,True,PISO 7.pdf,
Bleach,2004–2012,TV-14,09 Sep 2006,32S min,"Animation, Action, Adventure",N/A,Tite Kubo,"Johnny Yong Bosch, Michelle Ruff, Stephanie Sheh","High school student Kurosaki Ichigo is unlike any ordinary kid. Why? Because he can see ghosts. Ever since a young age, he's been able to see spirits from the afterlife. Ichigo's life completely changes one day when he and his two sisters are attacked by an evil, hungry and tormented spirit known as a Hollow. Right in the nick of time, Ichigo and his siblings are aided by a Shinigami (Death God) named Kuchiki Rukia, whose responsibility it is to send good spirits (Pluses) to the afterlife known as Soul Society, and to purify Hollows and send them up to Soul Society. But during the fight against the Hollow, Rukia is injured and must transfer her powers to Ichigo. With this newly acquired power, so begins Kurosaki Ichigo's training and duty as a Shinigami to maintain the balance between the world of the living and the world of the dead...",Japanese,Japan,2 wins & 8 nominations total,https://m.media-amazon.com/images/M/MV5BOWQwOWY5NTUtMjAyZi00YjQzLTkwODgtNmQwZjU1MGIzZDhjXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.2/10'}]",N/A,8.2,"89,533",tt0434665,series,,,,,True,PISO 7.pdf,17
Dragon Ball Z,1996–2003,TV-PG,13 Sep 1996,17S min,"Animation, Action, Adventure",N/A,N/A,"Doc Harris, Christopher Sabat, Scott McNeil","Son Goku, the world's most powerful fighter and guardian of justice, must protect the Earth from the Saiyan Warriors working under the tyrannical space warlord Frieza. Against all odds, Goku must team up with his longtime nemesis Piccolo to save everyone he loves from these new, unpredictable threats to humanity.","Japanese, English","Japan, United States, Canada",N/A,https://m.media-amazon.com/images/M/MV5BN2VlNTdlMzQtYzE5OC00YmYwLTgyZTItYjEzMWY0ZDNjMTJhXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.8/10'}]",N/A,8.8,"165,034",tt0214341,series,,,,,True,PISO 7.pdf,16
Devil May Cry,2025–,TV-MA,03 Apr 2025,N/A,"Animation, Action, Adventure",N/A,"Alex Larsen, Adi Shankar","Johnny Yong Bosch, Scout Taylor-Compton, Hoon Lee","When a mysterious villain threatens to open the gates of Hell, a devilishly handsome demon hunter could be the world's best hope for salvation.",English,"United States, Japan, South Korea",1 nomination total,https://m.media-amazon.com/images/M/MV5BMjJiZjUxYzEtY2IxZC00MGRmLTg5Y2EtMDhmN2IyYTljYjhhXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.4/10'}]",N/A,7.4,"26,413",tt15716776,series,,,,,True,PISO 7.pdf,1
Bleach,2004–2012,TV-14,09 Sep 2006,32S min,"Animation, Action, Adventure",N/A,Tite Kubo,"Johnny Yong Bosch, Michelle Ruff, Stephanie Sheh","High school student Kurosaki Ichigo is unlike any ordinary kid. Why? Because he can see ghosts. Ever since a young age, he's been able to see spirits from the afterlife. Ichigo's life completely changes one day when he and his two sisters are attacked by an evil, hungry and tormented spirit known as a Hollow. Right in the nick of time, Ichigo and his siblings are aided by a Shinigami (Death God) named Kuchiki Rukia, whose responsibility it is to send good spirits (Pluses) to the afterlife known as Soul Society, and to purify Hollows and send them up to Soul Society. But during the fight against the Hollow, Rukia is injured and must transfer her powers to Ichigo. With this newly acquired power, so begins Kurosaki Ichigo's training and duty as a Shinigami to maintain the balance between the world of the living and the world of the dead...",Japanese,Japan,2 wins & 8 nominations total,https://m.media-amazon.com/images/M/MV5BOWQwOWY5NTUtMjAyZi00YjQzLTkwODgtNmQwZjU1MGIzZDhjXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.2/10'}]",N/A,8.2,"89,533",tt0434665,series,,,,,True,PISO 7.pdf,17
Fullmetal Alchemist,2003–2004,TV-PG,06 Nov 2004,1 min,"Animation, Action, Adventure",N/A,N/A,"Vic Mignogna, Aaron Dismuke, Romi Park","The Elric brothers' mother is dead and their father has long since abandoned them. Deciding to perform a forbidden human transmutation to bring their mother back, they end up losing their bodies. Now Edward must join the military in order to gain certain alchemical privileges, with his one goal being to restore his brother to his original state. But with war on the horizon it's only a matter of time before they are both forced to question their morals and ultimately decide the value of human life.","Japanese, English","Japan, Poland",3 wins total,https://m.media-amazon.com/images/M/MV5BNDczZWMyMjEtZDI0ZS00YThjLWE2MjEtNTIxNmVmZDhkNDg5XkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.5/10'}]",N/A,8.5,"83,402",tt0421357,series,,,,,True,PISO 7.pdf,1
Neon Genesis Evangelion,1995–1996,TV-MA,20 Aug 1997,24 min,"Animation, Action, Drama",N/A,Hideaki Anno,"Megumi Ogata, Megumi Hayashibara, Kotono Mitsuishi","When the Angels start attacking the planet Earth in the year 2015, only a handful of 14-year-old EVA pilots are able to stop them. Young Shinji Ikari suddenly finds himself forced to pilot EVA-01, a giant organic mecha, designed and constructed by NERV, that is the only thing that can stop the Angels.","Japanese, English",Japan,1 nomination total,https://m.media-amazon.com/images/M/MV5BZjZjZGI3ZDQtODNmZC00NjE0LTlmYTUtOTljMWI2YjNmMTQ0XkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.5/10'}]",N/A,8.5,"107,456",tt0112159,series,,,,,True,PISO 7.pdf,1
Hellsing,2001–2002,TV-MA,04 Oct 2003,23 min,"Animation, Action, Fantasy",N/A,Kohta Hirano,"Jôji Nakata, Yoshiko Sakakibara, Fumiko Orikasa","Vampires and ghouls stalk modern-day England, hunting the oblivious populace. Only the Hellsing foundation stands between the evil undead and the innocent humans who would be their prey. But there's something new out there - chips that give humans vampiric ability and bloodlust are being sold as the latest designer drug. With a new wave of evil creatures rising, Hellsing must rely on its two most unlikely recruits - ancient master vampire Alucard and the newly turned Seras Victoria - but can even they stand in the face of such overwhelming odds?","Japanese, English, German, Portuguese, Spanish",Japan,N/A,https://m.media-amazon.com/images/M/MV5BYWFmMWE4YTMtMWViNS00NzI5LTljZGUtMGM1YTFkNmMzZjE3XkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.7/10'}]",N/A,7.7,"20,386",tt0325547,series,,,,,True,PISO 7.pdf,1
