Title,Year,Rated,Released,Runtime,Genre,Director,Writer,Actors,Plot,Language,Country,Awards,Poster,Ratings,Metascore,imdbRating,imdbVotes,imdbID,Type,DVD,BoxOffice,Production,Website,Response,SourcePDF,totalSeasons
Cop Out,2010,R,26 Feb 2010,107 min,"Action, Comedy, Crime",Kevin Smith,"Robb Cullen, Mark Cullen","Bruce Willis, Tracy Morgan, Juan Carlos Hernández","After a clumsy operation trying to capture a drug dealer, the N.Y.P.D Detectives Jimmy Monroe and Paul Hodges are suspended for one month by their Captain Romans. Jimmy decides to sell his rare baseball card to pay for his daughter's expensive wedding while his jealous partner believes that his wife is cheating on him with their next-door neighbor. When Jimmy sells his card to a memorabilia store, the place is burgled by two small-time thieves and the detective loses his card. They track down the thieves.","English, Spanish",United States,1 nomination total,https://m.media-amazon.com/images/M/MV5BMTk0NzcxMjYwNF5BMl5BanBnXkFtZTcwMTI4MTIxMw@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '18%'}, {'Source': 'Metacritic', 'Value': '31/100'}]",31,5.5,"91,211",tt1385867,movie,N/A,"$44,875,481",N/A,N/A,True,BLU- RAY.pdf,
Cosmopolis,2012,R,25 May 2012,109 min,"Crime, Drama, Mystery",David Cronenberg,"David Cronenberg, Don DeLillo","Robert Pattinson, Juliette Binoche, Sarah Gadon","On the spur of the moment, twenty-eight year old Manhattan self-made multi-billionaire Eric Packer decides he wants to get a haircut from his regular and longtime barber across town, a difficult journey today if only because of the traffic gridlock from three high profile but vastly different events taking place in the borough, including a wandering anarchist protest, they who largely use dead rats as their symbol of protest. Through his trek, Eric, most taking place in his stretch limousine, meets with several business associates - some with as esoteric job titles as Head of Theory - and personal acquaintances, including his several week bride, Elise, a wealthy woman in her own right with who he still has a somewhat distant relationship if only because they don't really know each other. The start of Eric's day ends much differently than the end as his personal fortune largely hinges on external forces in relation to a speculative currency transaction, and as he learns that someone is trying to kill him, who and for what reason he does not know.",English,"Canada, France, Portugal, Italy",3 wins & 14 nominations total,https://m.media-amazon.com/images/M/MV5BMTY1NjI0MDYyNV5BMl5BanBnXkFtZTcwNDIzMDEyOA@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '67%'}, {'Source': 'Metacritic', 'Value': '58/100'}]",58,5.1,"51,690",tt1480656,movie,N/A,"$763,556",N/A,N/A,True,BLU- RAY.pdf,
Clifford,1994,PG,01 Apr 1994,90 min,Comedy,Paul Flaherty,"William Porter, Steven Kampmann","Martin Short, Charles Grodin, Mary Steenburgen","In this dark comedy, a mischievous ten-year-old boy named Clifford is sent to his Uncle Martin's for the weekend to get out of his father's hair. It turns out he has a dying obsession to go to Dinosaur World, a theme park near Martin's house and nothing will get in his way to get there.",English,United States,N/A,https://m.media-amazon.com/images/M/MV5BMzFhYzc2MWMtNzAyNy00Y2YyLTgzMzEtNzE0ZjJjMGVjZDFlXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '20%'}]",N/A,5.5,"9,146",tt0109447,movie,N/A,"$7,408,745",N/A,N/A,True,BLU- RAY.pdf,
Crimen en familia,1985,N/A,14 Feb 1985,94 min,Thriller,Santiago San Miguel,"Gonzalo Goicoechea, Santiago San Miguel, Perla Vonasek","Charo López, Agustín González, Cristina Marsillach",A wife and her kids plan the killing of the abusive husband and father. Based on a real crime.,Spanish,Spain,1 nomination,https://m.media-amazon.com/images/M/MV5BZmU1MGQ3YWQtZWZhMi00NzM2LWExYzgtY2RjMzBlYmVhMWRlXkEyXkFqcGdeQXVyNzA4ODc3ODU@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.8/10'}]",N/A,5.8,73,tt0088966,movie,N/A,N/A,N/A,N/A,True,BLU- RAY.pdf,
Dallas Buyers Club,2013,R,22 Nov 2013,117 min,"Biography, Drama",Jean-Marc Vallée,"Craig Borten, Melisa Wallack","Matthew McConaughey, Jennifer Garner, Jared Leto","Dallas 1985. Electrician and sometimes rodeo bull rider Ron Woodroof lives hard, which includes heavy smoking, drinking, drug use (primarily cocaine) and casual sex. He is racist and homophobic. While in the hospital on a work related injury, the doctors discover and inform him that he is HIV+, and that he will most-likely die within thirty days. Ron is initially in angry denial that he would have a disease that only ""faggots"" have, but upon quick reflection comes to the realization that the diagnosis is probably true. He begins to read whatever research is available about the disease, which at this time seems to be most effectively treated by the drug AZT. AZT, however, is only in the clinical trials stage within the US. Incredulous that he, as a dying man, cannot pay for any drug which may save or at least prolong his life, he goes searching for it by whatever means possible. It eventually leads him to Mexico and a ""Dr."" Vass, an American physician whose license was revoked in the US because of his AIDS related work against US regulations. Dr. Vass leads Ron to a cocktail of other drugs, some vitamins, he believes are more effective in treating the symptoms, since the virus, as Ron learns, will always be in the system of those who have been exposed to it. Ron begins to smuggle these drugs not approved by the FDA into the US, not only for his own use but for sale to other HIV+ persons. In this venture, he goes into an unlikely partnership with a HIV+ transgender woman named Rayon, who he met in the hospital and who has greater contact with AIDS patients through the gay community. As they try to work both above ground to get the meds to those that need them and underground to avoid detection by especially the FDA, Ron comes up with an idea to circumvent the fact of selling the drugs - which are not considered drugs yet since they are not FDA approved - directly to the HIV+ population, which then should should not be against the law. Richard Barkley and Dr. Sevard, the FDA's lead man on the file and one of Ron's doctors respectively, the latter who sees clinical trials as the only way to determine the efficacy of drugs despite the fact that Ron and others would have probably died already without these drugs, try to stop Ron and Rayon at every turn. Caught in the middle is Dr. Eve Saks, another of Ron's doctors, who understands why policies are in place, but who can sympathize with Ron, Rayon and others - all her patients, directly or indirectly - in their situation.","English, Japanese",United States,Won 3 Oscars. 85 wins & 88 nominations total,https://m.media-amazon.com/images/M/MV5BMTYwMTA4MzgyNF5BMl5BanBnXkFtZTgwMjEyMjE0MDE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '92%'}, {'Source': 'Metacritic', 'Value': '77/100'}]",77,7.9,"545,550",tt0790636,movie,N/A,"$27,298,285",N/A,N/A,True,BLU- RAY.pdf,
Danton,1983,PG,12 Jan 1983,136 min,"Biography, Drama, History",Andrzej Wajda,"Jean-Claude Carrière, Stanislawa Przybyszewska, Andrzej Wajda","Gérard Depardieu, Wojciech Pszoniak, Anne Alvaro","Action opens in November of 1793, with Danton returning to Paris from his country retreat upon learning that the Committee for Public Safety, under Robespierre's incitement, has begun a series of massive executions, The Terror. Confident in the people's support, Danton clashes with his former ally, but calculating Robespierre soon rounds up Danton and his followers, tries them before a revolutionary tribunal and dipatches them to the guillotine.",French,"France, Poland",Won 1 BAFTA Award7 wins & 7 nominations total,https://m.media-amazon.com/images/M/MV5BZDA3ZDBhZGMtYTkzNS00ODBhLWJkOGYtNWM1ZjI1ZTg3MDdlXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '85%'}]",N/A,7.4,"8,261",tt0083789,movie,N/A,N/A,N/A,N/A,True,BLU- RAY.pdf,
Apocalypse Now,1979,R,15 Aug 1979,147 min,"Drama, Mystery, War",Francis Ford Coppola,"John Milius, Francis Ford Coppola, Michael Herr","Martin Sheen, Marlon Brando, Robert Duvall","It is the height of the war in Vietnam, and U.S. Army Captain Willard is sent by Colonel Lucas and a General to carry out a mission that, officially, 'does not exist - nor will it ever exist'. The mission: To seek out a mysterious Green Beret Colonel, Walter Kurtz, whose army has crossed the border into Cambodia and is conducting hit-and-run missions against the Viet Cong and NVA. The army believes Kurtz has gone completely insane and Willard's job is to eliminate him. Willard, sent up the Nung River on a U.S. Navy patrol boat, discovers that his target is one of the most decorated officers in the U.S. Army. His crew meets up with surfer-type Lt-Colonel Kilgore, head of a U.S Army helicopter cavalry group which eliminates a Viet Cong outpost to provide an entry point into the Nung River. After some hair-raising encounters, in which some of his crew are killed, Willard, Lance and Chef reach Colonel Kurtz's outpost, beyond the Do Lung Bridge. Now, after becoming prisoners of Kurtz, will Willard &amp; the others be able to fulfill their mission?","English, French, Vietnamese",United States,Won 2 Oscars. 21 wins & 33 nominations total,https://m.media-amazon.com/images/M/MV5BZDhiMTljYjYtODc1Yy00MmEwLTg2OTYtYmE1YTRmNDE4MmEwXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '91%'}, {'Source': 'Metacritic', 'Value': '94/100'}]",94,8.4,"765,157",tt0078788,movie,N/A,"$96,074,376",N/A,N/A,True,BLU- RAY.pdf,
El Dilema,2019,N/A,03 Oct 2019,7 min,"Short, Drama",David González,David González,"Ramón Gómez, Xesco Vives",N/A,Spanish,Spain,N/A,https://m.media-amazon.com/images/M/MV5BMzQ1MGM4MjgtNTMxMi00NjY5LWJmYzEtZWU4NTc2NDQ5NGNjXkEyXkFqcGdeQXVyNDMxODA1Mzc@._V1_SX300.jpg,[],N/A,N/A,N/A,tt12290800,movie,N/A,N/A,N/A,N/A,True,BLU- RAY.pdf,
Dragon Ball Z: Fusion Reborn,1995,PG,04 Mar 1995,51 min,"Animation, Action, Sci-Fi",Shigeyasu Yamauchi,"Akira Toriyama, Takao Koyama","Masako Nozawa, Ryô Horikawa, Takeshi Kusao","When a worker at King Yemma's spiritual check-in station is accidentally covered in spiritual waste, he is transformed into a powerful monster named Janemba, who destroys the barrier between the real world and Other World, allowing the dead to walk the Earth. As the living Z Fighters fend off the dead, it is up to Goku, Pikkon, and Vegeta to stop Janemba.",Japanese,Japan,N/A,https://m.media-amazon.com/images/M/MV5BNjIyNGY0OWYtY2JlNS00ODVjLWJiODEtYWNlNWZjNDMzZjUzXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.6/10'}]",N/A,7.6,"13,732",tt0142236,movie,N/A,"$270,354",N/A,N/A,True,BLU- RAY.pdf,
Engaño,2006–,N/A,10 Feb 2006,90 min,Game-Show,N/A,N/A,Jordi González,N/A,Spanish,Spain,N/A,N/A,[],N/A,N/A,N/A,tt0779820,series,,,,,True,BLU- RAY.pdf,N/A
Estado de Gracia,2009–,N/A,01 Aug 2012,N/A,Drama,N/A,N/A,"Alejandro Belmonte, Keyla Wood, Veronica Falcón",N/A,Spanish,Mexico,N/A,https://m.media-amazon.com/images/M/MV5BYTNhYWUzNTAtZmFjOS00MzE0LTk3NjAtODExOTdiODY4N2VlXkEyXkFqcGc@._V1_SX300.jpg,[],N/A,N/A,9,tt2323614,series,,,,,True,BLU- RAY.pdf,N/A
Neon Genesis Evangelion,1995–1996,TV-MA,20 Aug 1997,24 min,"Animation, Action, Drama",N/A,Hideaki Anno,"Megumi Ogata, Megumi Hayashibara, Kotono Mitsuishi","When the Angels start attacking the planet Earth in the year 2015, only a handful of 14-year-old EVA pilots are able to stop them. Young Shinji Ikari suddenly finds himself forced to pilot EVA-01, a giant organic mecha, designed and constructed by NERV, that is the only thing that can stop the Angels.","Japanese, English",Japan,1 nomination total,https://m.media-amazon.com/images/M/MV5BZjZjZGI3ZDQtODNmZC00NjE0LTlmYTUtOTljMWI2YjNmMTQ0XkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.5/10'}]",N/A,8.5,"107,456",tt0112159,series,,,,,True,BLU- RAY.pdf,1
Godzilla vs Kong Claymation movie,2019,N/A,06 Nov 2019,N/A,Short,Scarlet Godzilla,Scarlet Godzilla,Godzilla,A stop motion claymation of Godzilla Against Kong.,English,United States,N/A,https://m.media-amazon.com/images/M/MV5BNGEwNzY1NTgtNjA2OS00YTU5LTg0ZWQtZjcwMjUwOWM1MmViXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.2/10'}]",N/A,7.2,25,tt11289818,movie,N/A,N/A,N/A,N/A,True,BLU- RAY.pdf,
Operación Mantis (El exterminio del macho),1985,N/A,21 Jul 1986,103 min,Comedy,Paul Naschy,"Paul Naschy, Joaquín Oristrell","Paul Naschy, Julia Saly, Fedra Lorente",A beautiful woman is killed while skiing in Candanchú. But she is more than a beautiful model.,Spanish,Spain,N/A,https://m.media-amazon.com/images/M/MV5BNmM1ODc1ZGYtMDhiOC00Y2RjLWJmNjAtYzMyYjE2YmMzOWM4XkEyXkFqcGdeQXVyMTYzNTE3NDA@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '4.1/10'}]",N/A,4.1,41,tt0087848,movie,N/A,N/A,N/A,N/A,True,BLU- RAY.pdf,
"Chiapas: La guerra y la paz, 1994-2004",2004,N/A,04 Oct 2004,43 min,"Documentary, Short",Jaime Tello C.,"Javier Bañuelos, Elid Pineda, Edgar Rojano",N/A,"This program is a recounting of the struggles of the indigenous people of Chiapas, from their origins to the current day. The documentary provides a revisionist take on the neo-Zapatista uprising from its appearance in 1994 until ...",Spanish,Mexico,N/A,https://m.media-amazon.com/images/M/MV5BZGE3YTIwNWEtNzg4NC00YzljLWJiNjktYjY4NWRmYmMyZDBkXkEyXkFqcGdeQXVyNzk3MjM1NDA@._V1_SX300.jpg,[],N/A,N/A,N/A,tt0441146,movie,N/A,N/A,N/A,N/A,True,BLU- RAY.pdf,
Inframundo,2013,N/A,06 Sep 2013,10 min,"Short, Drama",Ana Mary Ramos,"Juan Barreda, Ana Mary Ramos","Ivan Cortes, Tenoch Huerta",The tranquility of a landscape accompanies a man who has converted to impiety and death in the midst of life.,Spanish,Mexico,2 nominations,https://m.media-amazon.com/images/M/MV5BNDA0NjUwZDItYzE1ZC00N2ZiLWJkMWYtMGUzNGFmNmYwZjZhXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.0/10'}]",N/A,8.0,8,tt3198176,movie,N/A,N/A,N/A,N/A,True,BLU- RAY.pdf,
Hotel Transylvania,2012,PG,28 Sep 2012,91 min,"Animation, Comedy, Family",Genndy Tartakovsky,"Peter Baynham, Robert Smigel, Todd Durham","Adam Sandler, Kevin James, Andy Samberg","In 1895, Dracula builds a resort in Transylvania, hidden from the humans, to raise his beloved daughter Mavis in a safe environment. In the present, the place is the Hotel Transylvania, where monsters bring their families to vacation far from the frightening humans. Dracula invites his friends - Frankenstein and his wife Eunice; Wayne and Wanda, the werewolves; Griffin, the invisible man; Murray, the mummy; Bigfoot, among others - to celebrate the 118th birthday of Mavis. When the party is ready to start, the 21-year-old Jonathan is walking through the forest and stumbles upon the hotel. Dracula sees Jonathan and disguises him as a monster to hide Jonathan from the guests. But Mavis also sees Jonathan and Dracula forces him to pose as a monster. Soon Mavis believes that Jonathan is the ""zing"" of her life despite the advice of her father about humans.",English,"United States, Canada",2 wins & 15 nominations total,https://m.media-amazon.com/images/M/MV5BMTM3NjQyODI3M15BMl5BanBnXkFtZTcwMDM4NjM0OA@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '45%'}, {'Source': 'Metacritic', 'Value': '47/100'}]",47,7.0,"309,621",tt0837562,movie,N/A,"$148,426,305",N/A,N/A,True,BLU- RAY.pdf,
House of 1000 Corpses,2003,R,11 Apr 2003,89 min,Horror,Rob Zombie,Rob Zombie,"Sid Haig, Karen Black, Bill Moseley","On the eve of Halloween, on October 1977, four friends--Bill, Jerry, Mary, and Denise--embark on an exciting cross-country road trip to write a guidebook about offbeat roadside attractions in America's less-travelled roads. Before long, the young explorers chance upon Captain Spaulding's Museum of Monsters and Madmen, only to become infatuated with the local legend of a deranged serial-killer doctor, and cross paths with the mysterious hitchhiker, Baby. However, when the unsuspecting group meets Baby's eccentric family after having a flat tyre, an endless night of terror, torture, and murder ensues. Has anyone ever got out alive from the House of Thousand Corpses?",English,United States,4 wins & 8 nominations total,https://m.media-amazon.com/images/M/MV5BNjUyNjU0NDE0OV5BMl5BanBnXkFtZTYwNzcwMzg3._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '22%'}, {'Source': 'Metacritic', 'Value': '31/100'}]",31,6.0,"98,838",tt0251736,movie,N/A,"$12,634,962",N/A,N/A,True,BLU- RAY.pdf,
Jurassic Park,1993,PG-13,11 Jun 1993,127 min,"Action, Adventure, Sci-Fi",Steven Spielberg,"Michael Crichton, David Koepp","Sam Neill, Laura Dern, Jeff Goldblum","Huge advancements in scientific technology have enabled a mogul to create an island full of living dinosaurs. John Hammond has invited four individuals, along with his two grandchildren, to join him at Jurassic Park. But will everything go according to plan? A park employee attempts to steal dinosaur embryos, critical security systems are shut down and it now becomes a race for survival with dinosaurs roaming freely over the island.","English, Spanish",United States,Won 3 Oscars. 44 wins & 27 nominations total,https://m.media-amazon.com/images/M/MV5BMjM2MDgxMDg0Nl5BMl5BanBnXkFtZTgwNTM2OTM5NDE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '91%'}, {'Source': 'Metacritic', 'Value': '68/100'}]",68,8.2,"1,167,043",tt0107290,movie,N/A,"$407,185,075",N/A,N/A,True,BLU- RAY.pdf,
Kamui Gaiden,2009,Unrated,19 Sep 2009,120 min,"Action, Adventure, Drama",Yôichi Sai,"Sampei Shirato, Kankurô Kudô, Yôichi Sai","Ken'ichi Matsuyama, Koyuki, Kaoru Kobayashi","Once a powerful ninja, Kamui walks away from his violent and murderous ways. His travels bring him to a seashore village where he meets Hanbei, a fisherman who shares the former ninja's sense of honor. Though Hanbei's wife is wary of the stranger, the fisherman and Kamui become good friends. Life at the seaside seems idyllic but Kamui doesn't get to enjoy the peace for very long when, one day, a band of pirates arrive... It seems that his past life is catching up on him, and everything and everyone is not as it seems. Now he must draw upon his shadowy arts if he hopes to escape with his life.",Japanese,Japan,N/A,https://m.media-amazon.com/images/M/MV5BODRjNmE1N2YtNjI1Ny00ZjdiLTgxMjktOTMxMWIwNDZhYWI3XkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.6/10'}]",N/A,5.6,"1,128",tt1156479,movie,N/A,N/A,N/A,N/A,True,BLU- RAY.pdf,
Kill Bill: Vol. 1,2003,R,10 Oct 2003,111 min,"Action, Crime, Thriller",Quentin Tarantino,"Quentin Tarantino, Uma Thurman","Uma Thurman, David Carradine, Daryl Hannah","The lead character, called 'The Bride,' was a member of the Deadly Viper Assassination Squad, led by her lover 'Bill.' Upon realizing she was pregnant with Bill's child, 'The Bride' decided to escape her life as a killer. She fled to Texas, met a young man, who, on the day of their wedding rehearsal was gunned down by an angry and jealous Bill (with the assistance of the Deadly Viper Assassination Squad). Four years later, 'The Bride' wakes from a coma, and discovers her baby is gone. She, then, decides to seek revenge upon the five people who destroyed her life and killed her baby. The saga of Kill Bill Volume I begins.","English, Japanese, French",United States,Nominated for 5 BAFTA 30 wins & 103 nominations total,https://m.media-amazon.com/images/M/MV5BZmMyYzJlZmYtY2I3NC00NjAyLTkyZWItZjdjZDI1YTYyYTEwXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '85%'}, {'Source': 'Metacritic', 'Value': '69/100'}]",69,8.2,"1,295,392",tt0266697,movie,N/A,"$70,099,045",N/A,N/A,True,BLU- RAY.pdf,
