Title,Year,Rated,Released,Runtime,Genre,Director,Writer,Actors,Plot,Language,Country,Awards,Poster,Ratings,Metascore,imdbRating,imdbVotes,imdbID,Type,DVD,BoxOffice,Production,Website,Response,SourcePDF,totalSeasons
Belleza Americana,2014,N/A,11 Dec 2014,N/A,"Short, Drama",Santiago Cerón,Santiago Cerón,N/A,N/A,English,USA,N/A,N/A,[],N/A,N/A,N/A,tt5473434,movie,N/A,N/A,N/A,N/A,True,CINE.pdf,
Besos robados,2004–,N/A,23 Aug 2004,45 min,"Drama, Musical, Romance",N/A,N/A,"Stephanie Cayo, Juan Carlos García, Verónica Schneider","Usually, Peruvian romances are quite good, specially comparing to Venezuelan or Mexican ones, that are usually more unrealistic are weepy. Yet this one is not, as it is the poor remake of a bad remake.There was first ""The adorable professor Aldao"" in 1973 with the Peruvian TV star Regina Alcover. Its bad copy was filmed in 1984 and titled ""Carmin"". It had then a great success in south America and in southern Europe, although it was terrifyingly corny. Now this 2004 version is less corny than the 1984 one, but the interpretation is poor and the main character, acted by young Stephanie Cayo is mean and quite stupid.",Spanish,Peru,N/A,https://m.media-amazon.com/images/M/MV5BZjgyODU4OGItOWM4Ny00ZjJmLWJmNzEtNmRjMjAzZTM0M2RhXkEyXkFqcGdeQXVyMjQ4NDAyMDI@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.1/10'}]",N/A,7.1,35,tt0414722,series,,,,,True,CINE.pdf,1
Besos perdidos,1945,N/A,30 Aug 1945,N/A,N/A,Mario Soffici,"André Birabeau, Ramón Gómez Macía","María Duval, Miguel Faust Rocha, Alberto Bello","When a man discovers that he has a daughter, for him absolutely unknown, he tries to recover lost time and absent affection.",Spanish,Argentina,N/A,https://m.media-amazon.com/images/M/MV5BZjVlOTU0ZjItODg4Yi00N2VmLWI3YzktMDNmYjg5Y2JhMjY2XkEyXkFqcGdeQXVyNjg2NjExMzY@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.1/10'}]",N/A,5.1,15,tt0200480,movie,N/A,N/A,N/A,N/A,True,CINE.pdf,
La biblia,1962,N/A,N/A,10 min,"Animation, Short",Francisco Macián,Carmelo Garmendía,Julio Costa,Short animation documentary based on texts from The Bible.,N/A,Spain,N/A,N/A,[],N/A,N/A,N/A,tt0135803,movie,N/A,N/A,N/A,N/A,True,CINE.pdf,
Billy Bathgate,1991,R,01 Nov 1991,106 min,"Crime, Drama, Thriller",Robert Benton,"E.L. Doctorow, Tom Stoppard","Dustin Hoffman, Nicole Kidman, Loren Dean","In the year 1935, a teen named Billy Bathgate finds first love while becoming the protégé of fledgling gangster Dutch Schultz.",English,United States,3 nominations total,https://m.media-amazon.com/images/M/MV5BMDY3NDNjM2ItODViYy00ZWU3LWFhYTUtZjI4YjA2ZWEyYzI4XkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '36%'}]",N/A,5.9,"13,398",tt0101453,movie,N/A,"$15,565,363",N/A,N/A,True,CINE.pdf,
Billy Elliot,2000,R,10 Nov 2000,110 min,"Drama, Music",Stephen Daldry,Lee Hall,"Jamie Bell, Julie Walters, Jean Heywood","County Durham, during the endless, violent 1984 strike against the Margaret Thatcher closure of British coal mines. Widower Jackie Elliot (Gary Lewis) and his firstborn, fellow miner Tony (Jamie Draven), take a dim view of eleven-year-old second son Billy's (Jamie Bell's) poor record in boxing class, which worsens when they discover he sneakily transferred to the neighboring, otherwise girls-only-attended ballet class. Only one schoolmate, closet-gay Michael Caffrey (Stuart Wells), encourages Billy's desire, aroused by the teacher, Mrs. Wilkinson (Dame Julie Walters), who judged him talented enough for private lessons, to train and try out for the world-renowned Royal Ballet audition. Only the prospect of a fancy career unimagined in the pauper quarter may twist pa and big brother's opposition to indispensable support.",English,"United Kingdom, France",Nominated for 3 Oscars. 55 wins & 71 nominations total,https://m.media-amazon.com/images/M/MV5BZThiYjczMmItNjBhZC00NzcwLTkyZjUtZGRiM2FiOGRiNDQ0XkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '85%'}, {'Source': 'Metacritic', 'Value': '74/100'}]",74,7.7,"151,189",tt0249462,movie,N/A,"$21,995,263",N/A,N/A,True,CINE.pdf,
Biutiful,2010,R,04 Feb 2011,148 min,"Drama, Romance",Alejandro G. Iñárritu,"Alejandro G. Iñárritu, Armando Bo, Nicolás Giacobone","Javier Bardem, Maricel Álvarez, Hanaa Bouchaib","Uxbal, single father of two children, finds his life in chaos as he is forced to deal with his life in order to escape the heat of crime in underground Barcelona, to break with the love for the divorced, manic depressive, abusive mother of his children and to regain spiritual insight in his life as he is diagnosed with terminal cancer.","Spanish, Chinese, Wolof","Mexico, Spain",Nominated for 2 Oscars. 21 wins & 65 nominations total,https://m.media-amazon.com/images/M/MV5BMzI4OTQ0MDQyNl5BMl5BanBnXkFtZTcwODY5MjQwNA@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '66%'}, {'Source': 'Metacritic', 'Value': '58/100'}]",58,7.4,"97,232",tt1164999,movie,N/A,"$5,101,237",N/A,N/A,True,CINE.pdf,
Blade Runner,1982,R,25 Jun 1982,117 min,"Action, Drama, Sci-Fi",Ridley Scott,"Hampton Fancher, David Webb Peoples, Philip K. Dick","Harrison Ford, Rutger Hauer, Sean Young","In the early twenty-first century, the Tyrell Corporation, during what was called the Nexus phase, developed robots, called ""replicants"", that were supposed to aid society, the replicants which looked and acted like humans. When the superhuman generation Nexus 6 replicants, used for dangerous off-Earth endeavors, began a mutiny on an off-Earth colony, replicants became illegal on Earth. Police units, called ""blade runners"", have the job of destroying - or in their parlance ""retiring"" - any replicant that makes its way back to or created on Earth, with anyone convicted of aiding or assisting a replicant being sentenced to death. It's now November, 2019 in Los Angeles, California. Rick Deckard, a former blade runner, is called out of retirement when four known replicants, most combat models, have made their way back to Earth, with their leader being Roy Batty. One, Leon Kowalski, tried to infiltrate his way into the Tyrell Corporation as an employee, but has since been able to escape. Beyond following Leon's trail in hopes of finding and retiring them all, Deckard believes part of what will help him is figuring out what the replicants wanted with the Tyrell Corporation in trying to infiltrate it. The answer may lie with Tyrell's fail-safe backup mechanism. Beyond tracking the four, Deckard faces a possible dilemma in encountering a fifth replicant: Rachael, who works as Tyrell's assistant. The issue is that Dr. Elden Tyrell is experimenting with her, to provide her with fake memories so as to be able to better control her. With those memories, Rachael has no idea that she is not human. The problem is not only Rachael's assistance to Deckard, but that he is beginning to develop feelings for her.","English, German, Cantonese, Japanese, Hungarian, Arabic, Korean","United States, United Kingdom, Hong Kong",Nominated for 2 Oscars. 13 wins & 22 nominations total,https://m.media-amazon.com/images/M/MV5BOWQ4YTBmNTQtMDYxMC00NGFjLTkwOGQtNzdhNmY1Nzc1MzUxXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '89%'}, {'Source': 'Metacritic', 'Value': '84/100'}]",84,8.1,"876,371",tt0083658,movie,N/A,"$32,914,489",N/A,N/A,True,CINE.pdf,
Blanco perfecto,1996,N/A,N/A,N/A,N/A,Pilar Ruiz-Gutiérrez,N/A,"Andrés Gertrúdix, Jorge Munárriz, Adolfo Obregón",N/A,N/A,Spain,N/A,N/A,[],N/A,N/A,N/A,tt0115700,movie,N/A,N/A,N/A,N/A,True,CINE.pdf,
Boccaccio '70,1962,Unrated,26 Jun 1962,205 min,"Comedy, Fantasy, Romance","Vittorio De Sica, Federico Fellini, Mario Monicelli","Cesare Zavattini, Giovanni Arpino, Italo Calvino","Anita Ekberg, Sophia Loren, Romy Schneider","Four directors tell tales of Eros fit for a 1970 Decameron. Working-class lovers Renzo and Luciana marry but must hide it from her employer; plus, they need a room of their own. A billboard of Anita Ekberg provocatively selling milk gives a prudish crusader for public decency more than he can handle. The wife of a count whose escapades with call girls make the front page of the papers decides to work to prove her independence, but what is she qualified to do? A buxom carnival-booth manager who owes back taxes offers herself for one night in a lottery: a nerdy sacristan and a jealous cowboy make for a lovers' triangle. In each, women take charge, but not always happily.","Italian, German","Italy, France",1 nomination total,https://m.media-amazon.com/images/M/MV5BMjUxNmIxZGEtZjhkMC00NTFmLTllNGMtYmQ4YTE3NWExNWQ0XkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '50%'}]",N/A,7.0,"5,568",tt0055805,movie,N/A,N/A,N/A,N/A,True,CINE.pdf,
Blood Diamond,2006,R,08 Dec 2006,143 min,"Adventure, Drama, Thriller",Edward Zwick,"Charles Leavitt, C. Gaby Mitchell","Leonardo DiCaprio, Djimon Hounsou, Jennifer Connelly","A story following Archer, a man tortured by his roots. With a strong survival instinct, he has made himself a key player in the business of conflict diamonds. Political unrest is rampant in Sierra Leone as people fight tooth for tooth. Upon meeting Solomon, and the beautiful Maddy, Archer's life changes forever as he is given a chance to make peace with the war around him.","English, Mende, Afrikaans","United States, Germany, United Kingdom, South Africa, India",Nominated for 5 Oscars. 8 wins & 32 nominations total,https://m.media-amazon.com/images/M/MV5BOGYzOGI0YTUtNTAwYy00M2JhLTgyODEtMjlhZTk1Yzc5ZTBhXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '64%'}, {'Source': 'Metacritic', 'Value': '64/100'}]",64,8.0,"622,478",tt0450259,movie,N/A,"$57,377,916",N/A,N/A,True,CINE.pdf,
Sangre,2020,N/A,03 Dec 2020,102 min,Drama,Juan Schnitman,"Juan Barberini, Agustina Liendo, Juan Schnitman","Juan Barberini, Natalia Tena, Bella Camero","Fernando works in an oil tanker that connects two major Argentinian cities. He has a young girlfriend in one and a married lover in the other. As they both become pregnant, his life starts to disintegrate into obsession and violence.","English, Portuguese, Spanish","Argentina, Spain, Brazil, Germany, France",1 nomination total,https://m.media-amazon.com/images/M/MV5BYjE1MDg4MTktYjFmYi00YWZmLTlmMWUtYTBhOTM1NTkyY2JiXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '4.6/10'}]",N/A,4.6,159,tt10504776,movie,N/A,N/A,N/A,N/A,True,CINE.pdf,
Captain America: The Winter Soldier,2014,PG-13,04 Apr 2014,136 min,"Action, Adventure, Sci-Fi","Anthony Russo, Joe Russo","Christopher Markus, Stephen McFeely, Joe Simon","Chris Evans, Samuel L. Jackson, Scarlett Johansson","For Steve Rogers, awakening after decades of suspended animation involves more than catching up on pop culture; it also means that this old school idealist must face a world of subtler threats and difficult moral complexities. That becomes clear when Director Nick Fury is killed by the mysterious assassin, the Winter Soldier, but not before warning Rogers that SHIELD has been subverted by its enemies. When Rogers acts on Fury's warning to trust no one there, he is branded as a traitor by the organization. Now a fugitive, Captain America must get to the bottom of this deadly mystery with the help of the Black Widow and his new friend, The Falcon. However, the battle will be costly for the Sentinel of Liberty, with Rogers finding enemies where he least expects them while learning that the Winter Soldier looks disturbingly familiar.","English, French",United States,Nominated for 1 Oscar. 5 wins & 52 nominations total,https://m.media-amazon.com/images/M/MV5BNWY1NjFmNDItZDhmOC00NjI1LWE0ZDItMTM0MjBjZThiOTQ2XkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '90%'}, {'Source': 'Metacritic', 'Value': '70/100'}]",70,7.7,"965,363",tt1843866,movie,N/A,"$259,766,572",N/A,N/A,True,CINE.pdf,
Alejandro VI: Las Intrigas de los Borgia,2011,N/A,01 Jan 2011,16 min,"Documentary, Short",Horacio Ojeda Lacognata,N/A,N/A,N/A,Spanish,Paraguay,N/A,N/A,[],N/A,N/A,N/A,tt3171242,movie,N/A,N/A,N/A,N/A,True,CINE.pdf,
Rojo en el Bosque Sangriento,2009,N/A,N/A,N/A,Short,Tetsuo Lumiere,N/A,N/A,N/A,N/A,Argentina,N/A,N/A,[],N/A,N/A,N/A,tt15546228,movie,N/A,N/A,N/A,N/A,True,CINE.pdf,
Heroes,2006–2010,TV-14,25 Sep 2006,45 min,"Crime, Drama, Fantasy",N/A,Tim Kring,"Hayden Panettiere, Jack Coleman, Milo Ventimiglia","People all over the U.S and the world start to realize they have special abilities, like telekinesis, healing abilities, flying powers, time travel, invisibility, and the ability to absorb other's abilities. One man, known as Sylar, wants to gain all the power of these ""heroes"" so he can be the most powerful and evolved human of all, and stops at nothing to gruesomely kill these people. In order to protect themselves from him, these people must help one another before Sylar can destroy them all, while they each deal with problems of their own.","English, Japanese, Spanish",United States,Won 1 Primetime Emmy. 31 wins & 108 nominations total,https://m.media-amazon.com/images/M/MV5BMjI3ODU0OTQ1MV5BMl5BanBnXkFtZTgwNzI0MTQ2MzE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.5/10'}]",N/A,7.5,"259,332",tt0813715,series,,,,,True,CINE.pdf,4
Braveheart,1995,R,24 May 1995,178 min,"Biography, Drama, War",Mel Gibson,Randall Wallace,"Mel Gibson, Sophie Marceau, Patrick McGoohan","William Wallace is a Scottish rebel who leads an uprising against the cruel English ruler Edward the Longshanks, who wishes to inherit the crown of Scotland for himself. When he was a young boy, William Wallace's father and brother, along with many others, lost their lives trying to free Scotland. Once he loses another of his loved ones, William Wallace begins his long quest to make Scotland free once and for all, along with the assistance of Robert the Bruce.","English, French, Latin, Gaelic, Italian",United States,Won 5 Oscars. 34 wins & 34 nominations total,https://m.media-amazon.com/images/M/MV5BNGMxZDBhNGQtYTZlNi00N2UzLWI4NDEtNmUzNWM2NTdmZDA0XkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '76%'}, {'Source': 'Metacritic', 'Value': '68/100'}]",68,8.3,"1,155,463",tt0112573,movie,N/A,"$75,609,945",N/A,N/A,True,CINE.pdf,
Brokeback Mountain,2005,R,13 Jan 2006,134 min,"Drama, Romance",Ang Lee,"Annie Proulx, Larry McMurtry, Diana Ossana","Jake Gyllenhaal, Heath Ledger, Michelle Williams","Their acquaintance began on the warm summer of 1963, when cowboys, Ennis Del Mar and Jack Twist, ended up on the sheep farm of Joe Aguirre in Brokeback Mountain, Wyoming while looking for work. Under unexpected circumstances, little by little, the two men developed an intimate relationship that turned into a profound but secret bond, right under the nose of their families. However, love, and its many faces, is eternal. Who can stop love, life's ultimate truth?","English, Spanish","Canada, United States",Won 3 Oscars. 141 wins & 133 nominations total,https://m.media-amazon.com/images/M/MV5BMzM4OWFjMTMtZjNjOS00YmU3LTlhY2MtNjFiMTVkN2Y1OTZlXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '88%'}, {'Source': 'Metacritic', 'Value': '87/100'}]",87,7.7,"414,080",tt0388795,movie,N/A,"$84,111,816",N/A,N/A,True,CINE.pdf,
El rey de la montaña,2007,R,12 Sep 2008,90 min,Thriller,Gonzalo López-Gallego,"Javier Gullón, Gonzalo López-Gallego","Leonardo Sbaraglia, María Valverde, Thomas Riordan","Quim drives around an isolated rural area through a maze of lanes. When he drives into the woods, he gets lost. Trying to find his direction, he suddenly gets shot from the hill. On his escape from gunshots, he meets Bea, an attractive young woman, who apparently is lost as well. Suspicious of each other, they join forces to run away through the forest, unprotected, cold, hunted...",Spanish,Spain,4 wins & 1 nomination total,https://m.media-amazon.com/images/M/MV5BMTk5MTkyMjcwOV5BMl5BanBnXkFtZTcwMDgzODEyMg@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '83%'}]",N/A,6.1,"3,467",tt1085862,movie,N/A,N/A,N/A,N/A,True,CINE.pdf,
Bola de Nieve,2003,N/A,17 Feb 2003,73 min,"Documentary, Biography, Music",José Sánchez-Montes,"Mariano Maresca, José Sánchez-Montes","Bola de Nieve, Nisia Aguero, Santiago Auserón, Miguel Barnet","Documentary about Cuban pianist and singer Bola de Nieve, aka Ignácio Villa, black, homossexual, mystic, pro-revolution and, above all, musician, one of the latin-american myths of the 20th Century.",Spanish,"Spain, Cuba, Mexico",2 wins.,N/A,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}]",N/A,6.7,11,tt0360435,movie,N/A,N/A,N/A,N/A,True,CINE.pdf,
Buen trabajo,2022,N/A,08 Nov 2022,N/A,N/A,N/A,N/A,"Candela Peña, Antonio Resines, Marcos Grison",Buen Trabajo,Spanish,Spain,N/A,https://m.media-amazon.com/images/M/MV5BMDk3ODQxZWMtY2UzZC00MmIyLWEwNzQtYTVlMWQwZDllYzY3XkEyXkFqcGdeQXVyMTA0MjU0Ng@@._V1_SX300.jpg,[],N/A,N/A,N/A,tt23025204,series,,,,,True,CINE.pdf,N/A
Bugambilia,1945,N/A,02 Nov 1945,105 min,"Drama, Romance",Emilio Fernández,"Emilio Fernández, Mauricio Magdaleno","Dolores Del Río, Pedro Armendáriz, Julio Villarreal","A tragic love story between the daughter of a rich miner and a humble cockfight owner/trainer (gallero) puts filial love, defense of honour, and loyalty to the test.",Spanish,Mexico,1 win & 1 nomination,https://m.media-amazon.com/images/M/MV5BMjE1ODMyOTk2NF5BMl5BanBnXkFtZTcwMjM5MTk2MQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.4/10'}]",N/A,7.4,137,tt0036678,movie,N/A,N/A,N/A,N/A,True,CINE.pdf,
