Title,Year,Rated,Released,Runtime,Genre,Director,Writer,Actors,Plot,Language,Country,Awards,Poster,Ratings,Metascore,imdbRating,imdbVotes,imdbID,Type,DVD,BoxOffice,Production,Website,Response,SourcePDF,totalSeasons
Hun Gui Kekexili,1995,N/A,N/A,N/A,Drama,N/A,N/A,Zhuoma Luo,N/A,Chinese,China,1 nomination total,N/A,[],N/A,N/A,N/A,tt32843691,series,,,,,True,PELICULAS CHINAS.pdf,N/A
Dance Without Music,1939,N/A,23 Mar 1939,50 min,N/A,N/A,Mervyn Mills,"Guy Glover, Frank Birch, Kathleen Edwardes, George Merritt",N/A,English,UK,N/A,N/A,[],N/A,N/A,N/A,tt3612306,movie,N/A,N/A,N/A,N/A,True,PELICULAS CHINAS.pdf,
Migration,2023,PG,22 Dec 2023,83 min,"Animation, Adventure, Comedy",Benjamin Renner,"Mike White, Benjamin Renner, Ken Daurio","Kumail Nanjiani, Tresi Gazal, Elizabeth Banks",A family of ducks try to convince their overprotective father to go on the vacation of a lifetime.,English,"Japan, United States",1 win & 8 nominations total,https://m.media-amazon.com/images/M/MV5BYjdlYWJjZTctODViZS00ODVlLTljOTEtOTZhYWZhZTRkZDM1XkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '73%'}, {'Source': 'Metacritic', 'Value': '56/100'}]",56,6.6,"45,901",tt6495056,movie,N/A,"$127,630,880",N/A,N/A,True,PELICULAS CHINAS.pdf,
Perhaps Love,2005,N/A,01 Dec 2005,108 min,"Drama, Musical, Romance",Peter Ho-Sun Chan,"Oi-Wah Lam, Raymond To","Takeshi Kaneshiro, Xun Zhou, Jacky Cheung","Nie Wen is a Mainland director who decides to make a film musical starring his Mainland girlfriend Sun Na and Hong Kong actor Lin Jian-dong. Unknown to him, Sun has met Lin before ten years ago when she was a cabaret singer in Beijing. The two had a relationship together then, when Lin was a film student. Ten years later, now a huge movie star, Sun refuses to acknowledge they have met before. Nie plans his musical, which includes a plot where a girl loses her memory and comes to live with a circus troupe. Sun plays the amnesiac girl and Lin her former boyfriend who tries to revive her memories. As the shooting of the movie starts, reel life and real life overlap. Lin tries desperately to win back Sun's lost love, while Nie discovers their past romance. Nie himself plays the role of the obsessive circus owner in the musical, who is involved in a love triangle. Just like in real life, he has Lin as his rival.","Mandarin, Cantonese, English","China, Malaysia, Hong Kong",32 wins & 23 nominations total,https://m.media-amazon.com/images/M/MV5BOGJlZGJmMWUtNjBlNC00OGNkLWJjNjgtYmY2YmM3MTA3ZDBmXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.8/10'}]",N/A,6.8,"2,756",tt0454914,movie,N/A,N/A,N/A,N/A,True,PELICULAS CHINAS.pdf,
Spring Subway,2002,N/A,28 May 2002,93 min,"Drama, Romance",Yibai Zhang,Fendou Liu,"Le Geng, Yang Zhang, Lan Ke",A young man and a young woman have been in Beijing for seven years since they came here together to find their career. But life is pretty tough and their love is facing a crisis now.,Mandarin,China,4 wins & 8 nominations,https://m.media-amazon.com/images/M/MV5BNGY0NTY0YjktNTQxZS00MGQwLWJkZWYtZjRjOGRmNmE0NDY5XkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.8/10'}]",N/A,6.8,465,tt0365402,movie,N/A,N/A,N/A,N/A,True,PELICULAS CHINAS.pdf,
The Birthday,2004,N/A,10 Nov 2006,100 min,"Comedy, Horror, Mystery",Eugenio Mira,"Mikel Alvariño, Eugenio Mira","Corey Feldman, Erica Prior, Jack Taylor","Norman, a young man very much in love with his girlfriend, attends her father's birthday party, held in a hotel where a sect happens to be preparing for the birth of the god it worships.",English,Spain,1 win & 2 nominations,https://m.media-amazon.com/images/M/MV5BMjE4ODk1ODkwM15BMl5BanBnXkFtZTcwMjM1ODkzMQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.8/10'}]",N/A,5.8,579,tt0402063,movie,N/A,N/A,N/A,N/A,True,PELICULAS CHINAS.pdf,
Blade Runner 2049: Two Become One,2018,N/A,16 Dec 2018,5 min,"Documentary, Short",N/A,N/A,"Harrison Ford, Ryan Gosling, Denis Villeneuve",N/A,English,USA,N/A,N/A,"[{'Source': 'Internet Movie Database', 'Value': '7.6/10'}]",N/A,7.6,9,tt8242954,movie,N/A,N/A,N/A,N/A,True,PELICULAS CHINAS.pdf,
Who Cares,1971,Not Rated,N/A,17 min,Short,Nick Broomfield,Nick Broomfield,N/A,Documentarian Nick Broomfield examines the problems of slum demolition and the removal of residents to new housing blocks.,English,United Kingdom,N/A,https://m.media-amazon.com/images/M/MV5BMjE0MDg5MDUzNl5BMl5BanBnXkFtZTgwMjAzNzM0NjE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.9/10'}]",N/A,6.9,69,tt0147703,movie,N/A,N/A,N/A,N/A,True,PELICULAS CHINAS.pdf,
The Trail from Xinjiang,2013,N/A,01 Aug 2013,36 min,"Documentary, Short, Biography","Dongnan Chen, Thomas Lennon",N/A,N/A,"Musa and his friends, all men, all young, all from Xinjiang Uyghur Autonomous Region on China's northwestern border, now wander great cities in the East talking, shooting up, remembering home and practicing the one true skill they have: they steal.",Mandarin,"China, United States",1 win & 3 nominations,https://m.media-amazon.com/images/M/MV5BMTkwNDEyMjkwMl5BMl5BanBnXkFtZTgwMDgxOTkzNjE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.7/10'}]",N/A,7.7,43,tt2782354,movie,N/A,N/A,N/A,N/A,True,PELICULAS CHINAS.pdf,
Shower,1999,PG-13,06 Apr 2000,92 min,"Comedy, Drama",Yang Zhang,"Yang Zhang, Fendou Liu, Xin Huo","Jiayi Du, Zheng Fang, Bing He","Shenzhen businessman, Da Ming, goes home to Beijing when he thinks his father has died. He finds his father hard at work at the family's bathhouse (the false message was a ruse of Da's mentally-handicapped, exuberant brother, Er Ming, to get Da home). Da stays a couple days, observing his father being social director, marriage counselor, and dispute mediator for his customers and a boon companion to Er. Da is caught between worlds: the decaying district of his childhood and the booming south where he now lives with a wife who's not met his family. When Da realizes his father's health is failing and the district is slated for razing, he must take stock of family and future.","Mandarin, Italian",China,17 wins & 10 nominations total,https://m.media-amazon.com/images/M/MV5BYTU0M2M3ZjUtMjRlMS00NTlhLWJlNjMtYWUyYzFjYzI5OTY5XkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '87%'}, {'Source': 'Metacritic', 'Value': '74/100'}]",74,7.5,"4,300",tt0215369,movie,N/A,"$1,157,764",N/A,N/A,True,PELICULAS CHINAS.pdf,
Remembrance of Things Past,2021–,N/A,19 Jul 2021,N/A,"Drama, Romance",N/A,N/A,"Yufan Bai, Yunfan Dai, Siyi Dong",N/A,Chinese,China,11 wins & 13 nominations total,https://m.media-amazon.com/images/M/MV5BOTUxNjNhYTgtMDlmNC00OTJjLWI5YTQtMGY4MGZhNWVjOGFkXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.7/10'}]",N/A,7.7,79,tt15175228,series,,,,,True,PELICULAS CHINAS.pdf,N/A
Sigh,2000,N/A,20 Sep 2000,111 min,"Drama, Family, Romance",Xiaogang Feng,"Xiaogang Feng, Shuo Wang, Shuo Wang","Guoli Zhang, Pei Liu, Fan Xu",A mid-aged writer struggles keeping life in one piece between when his wife find out about the mistress .,Mandarin,China,7 wins & 5 nominations total,https://m.media-amazon.com/images/M/MV5BODU2YzEyYWQtMmJhMy00YzFkLTg1ZDYtODJjYWFkNTUwYTI1XkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.1/10'}]",N/A,7.1,426,tt0276504,movie,N/A,N/A,N/A,N/A,True,PELICULAS CHINAS.pdf,
